Product_ID,Warehouse,Order_Date,Shipment_Date,Lead_Time,Demand_Forecast,Inventory_Level,Stockout_Flag,Backorder_Flag,Supplier_ID,Order_Quantity,Shipment_Quantity,Product_Category,Product_Price,Customer_ID,Order_Priority
7368,C,3/2/2023,3/3/2023,5,515,458,0,0,493,16,67,Food,486.73,3703,Low
2949,D,3/2/2023,3/3/2023,6,948,234,0,0,111,36,87,Food,761.71,7519,High
7732,C,3/2/2023,3/3/2023,3,281,136,0,0,454,39,1,Furniture,488.35,4586,Medium
8833,B,3/2/2023,3/3/2023,4,776,266,0,0,239,11,24,Electronics,382.53,5445,High
1917,B,3/2/2023,3/3/2023,5,363,228,0,1,386,20,77,Food,283,8514,High
4174,A,3/2/2023,3/3/2023,3,309,360,0,0,366,90,20,Food,456,3549,Low
8014,D,3/2/2023,3/3/2023,4,622,320,0,0,453,56,64,Electronics,579.96,6355,Medium
1089,D,3/2/2023,3/3/2023,5,281,446,1,0,382,90,20,Electronics,380.74,5372,Low
2709,A,3/2/2023,3/3/2023,2,543,281,1,0,120,42,76,Clothing,901.98,1182,Low
4041,B,3/3/2023,3/4/2023,9,350,201,0,0,483,47,81,Electronics,995.99,8768,Medium
1105,B,3/3/2023,3/4/2023,8,237,231,0,0,368,6,85,Clothing,212.08,1522,High
9619,B,3/3/2023,3/4/2023,6,317,18,0,0,349,35,40,Electronics,647.82,1610,Medium
2895,B,3/3/2023,3/4/2023,3,850,15,0,0,144,8,88,Furniture,214.09,5134,High
7090,C,3/3/2023,3/4/2023,2,553,492,0,0,274,71,30,Furniture,545.64,9753,Medium
9508,D,3/3/2023,3/4/2023,7,982,55,0,0,380,37,23,Electronics,399.36,3843,Low
7082,D,3/3/2023,3/4/2023,8,948,356,0,1,176,50,23,Electronics,252.96,3067,Medium
1634,B,3/3/2023,3/4/2023,1,186,113,0,0,332,16,56,Clothing,348.66,2702,Low
2925,B,3/3/2023,3/4/2023,6,909,488,1,0,419,9,47,Clothing,132.11,2918,High
3056,B,3/3/2023,3/4/2023,7,392,67,1,0,297,75,17,Clothing,88.69,2735,Low
7917,D,3/3/2023,3/4/2023,9,191,77,0,0,454,85,2,Food,455.62,9126,Medium
4144,D,3/3/2023,3/4/2023,3,307,29,0,1,354,60,88,Furniture,817.11,1211,Medium
1552,B,3/3/2023,3/4/2023,2,303,6,0,1,255,51,33,Electronics,686.07,3927,Medium
9907,C,3/3/2023,3/4/2023,5,285,395,0,1,103,46,15,Clothing,599.38,8025,Low
6383,A,3/3/2023,3/4/2023,1,184,151,1,0,183,71,32,Electronics,426.3,6419,Low
4911,A,3/3/2023,3/4/2023,6,926,486,0,0,296,12,34,Electronics,473.87,3984,High
4389,A,3/3/2023,3/4/2023,9,763,362,0,0,313,64,60,Food,31.28,7739,Medium
9442,D,3/3/2023,3/4/2023,9,255,21,0,0,379,21,86,Electronics,940.74,8176,High
3430,D,3/3/2023,3/4/2023,7,392,430,1,0,244,5,31,Food,317.75,9564,Medium
1458,A,3/3/2023,3/4/2023,7,632,29,0,0,488,6,15,Food,915.31,1460,Low
1207,A,3/3/2023,3/4/2023,8,260,443,0,0,156,43,20,Food,719.09,2061,Low
1899,C,3/3/2023,3/4/2023,2,485,166,1,0,253,26,87,Furniture,566.1,2493,High
1021,D,3/3/2023,3/4/2023,6,584,147,0,0,199,93,31,Food,450.76,3171,Medium
9601,D,3/3/2023,3/4/2023,5,602,409,0,0,299,54,2,Furniture,329.74,4933,High
1894,A,3/4/2023,3/5/2023,5,950,48,0,0,107,3,13,Food,641.92,4620,Medium
1514,C,3/4/2023,3/5/2023,3,255,324,1,0,109,11,96,Food,970.52,2321,Low
8294,C,3/4/2023,3/5/2023,3,242,487,1,1,223,87,16,Food,806.28,6194,High
5904,A,3/4/2023,3/5/2023,6,868,297,0,0,369,25,15,Food,397.22,6775,Low
8867,A,3/4/2023,3/5/2023,7,718,261,0,0,446,12,25,Clothing,487.35,7182,Medium
5109,D,3/4/2023,3/5/2023,1,383,180,0,0,126,65,76,Electronics,473.77,9060,Low
8179,A,3/4/2023,3/5/2023,3,661,289,0,0,104,4,28,Food,266.95,4697,Low
2560,B,3/4/2023,3/5/2023,1,134,121,0,0,434,52,12,Clothing,848.82,4757,High
2266,C,3/4/2023,3/5/2023,3,323,123,0,0,232,65,85,Electronics,695.91,3861,Low
4638,A,3/4/2023,3/5/2023,5,767,452,0,1,441,70,76,Electronics,601.56,6651,Medium
9941,B,3/4/2023,3/5/2023,9,492,265,1,0,239,34,54,Electronics,438.97,3335,Medium
4427,C,3/4/2023,3/5/2023,3,507,27,0,0,363,91,58,Furniture,246.61,8455,Low
5780,B,3/4/2023,3/5/2023,9,802,258,0,0,414,16,16,Food,643.41,7774,High
2927,B,3/4/2023,3/5/2023,1,487,76,0,0,326,75,62,Furniture,244.4,5272,Medium
3356,A,3/4/2023,3/5/2023,6,795,431,0,0,159,14,74,Electronics,18.72,1302,High
5790,C,3/4/2023,3/5/2023,9,848,366,0,0,179,74,10,Clothing,75.97,4175,Medium
1306,B,3/4/2023,3/5/2023,5,396,193,0,0,154,61,66,Clothing,697.07,3550,Low
8979,D,3/4/2023,3/5/2023,2,422,381,0,0,193,53,91,Furniture,383.77,9968,Medium
4665,C,3/4/2023,3/5/2023,5,915,34,1,0,140,58,52,Food,214.34,2965,High
8057,D,3/4/2023,3/5/2023,1,953,435,0,1,109,63,30,Electronics,245.49,4449,Low
1661,A,3/4/2023,3/5/2023,9,587,113,0,0,325,13,97,Food,499.52,8301,High
5644,D,3/4/2023,3/5/2023,9,669,61,0,0,215,45,16,Furniture,906.39,4789,High
9503,C,3/4/2023,3/5/2023,6,138,51,0,0,439,98,10,Clothing,276.11,1727,Medium
3920,B,3/4/2023,3/5/2023,9,604,115,0,1,206,97,15,Clothing,658.9,3553,High
9946,B,3/5/2023,3/6/2023,3,602,46,0,0,106,55,26,Furniture,827.33,2744,Low
7236,C,3/5/2023,3/6/2023,4,852,437,1,0,120,33,61,Electronics,493.8,3640,Low
7078,B,3/5/2023,3/6/2023,6,636,411,1,1,351,62,15,Furniture,36.76,7379,High
1352,D,3/5/2023,3/6/2023,4,415,100,1,0,430,39,6,Furniture,798.21,4439,Low
8005,B,3/5/2023,3/6/2023,1,595,278,1,0,200,13,81,Furniture,880.57,2209,Low
1158,B,3/5/2023,3/6/2023,7,216,106,0,0,314,81,1,Electronics,40.73,7009,Low
1956,D,3/5/2023,3/6/2023,5,441,470,0,0,143,73,87,Electronics,125.04,6936,Medium
3071,D,3/5/2023,3/6/2023,8,981,34,0,0,322,13,98,Clothing,96.16,2761,Low
9595,D,3/5/2023,3/6/2023,9,339,488,1,0,309,16,35,Food,228.97,7348,Low
4453,A,3/5/2023,3/6/2023,5,786,358,0,0,443,54,89,Electronics,501.04,7285,Low
7675,D,3/5/2023,3/6/2023,8,544,374,0,0,313,30,1,Electronics,43.01,6699,Low
1955,D,3/5/2023,3/6/2023,1,951,287,0,0,392,39,89,Electronics,177.34,5477,High
7295,A,3/5/2023,3/6/2023,1,839,1,0,0,338,97,38,Furniture,413.18,3007,Low
2712,B,3/5/2023,3/6/2023,7,586,238,0,1,164,64,80,Food,636.74,3911,Low
5703,D,3/5/2023,3/6/2023,6,864,491,0,0,353,70,41,Clothing,910.49,3061,High
7563,C,3/5/2023,3/6/2023,5,510,367,0,0,469,12,12,Clothing,831.57,8509,High
6631,D,3/5/2023,3/6/2023,5,991,377,0,0,105,2,64,Furniture,63.37,8888,Low
2394,D,3/5/2023,3/6/2023,9,722,271,0,0,393,33,10,Clothing,967.26,8986,Low
5732,A,3/5/2023,3/6/2023,1,852,143,0,1,320,15,27,Furniture,274.35,5468,Medium
4714,C,3/5/2023,3/6/2023,8,835,434,0,0,412,81,39,Furniture,369.9,4841,High
1529,B,3/5/2023,3/6/2023,2,397,450,1,0,302,52,71,Electronics,83.77,6296,Medium
3958,B,3/5/2023,3/6/2023,7,151,91,0,1,169,35,70,Electronics,936.69,6382,High
8904,C,3/5/2023,3/6/2023,6,832,220,0,0,164,95,45,Electronics,550.46,3786,Low
4591,D,3/5/2023,3/6/2023,2,403,53,0,0,351,94,11,Food,521.15,3189,High
7895,A,3/6/2023,3/7/2023,3,387,403,1,0,282,38,24,Food,25.04,5627,Low
1525,C,3/6/2023,3/7/2023,4,763,227,0,0,211,80,57,Clothing,13.4,2932,Medium
7477,C,3/6/2023,3/7/2023,7,998,32,0,0,351,42,40,Food,685.39,9504,Medium
1001,B,3/6/2023,3/7/2023,8,217,213,1,0,390,81,89,Electronics,487.46,7392,Medium
1374,A,3/6/2023,3/7/2023,2,523,135,1,0,379,7,37,Food,512.5,1176,High
5648,C,3/6/2023,3/7/2023,8,890,247,0,1,393,56,3,Clothing,653.73,2771,High
3365,A,3/6/2023,3/7/2023,9,746,494,0,0,102,5,68,Electronics,154.48,4204,Low
2525,D,3/6/2023,3/7/2023,7,308,407,0,0,278,40,68,Food,998.36,7067,Low
2646,B,3/6/2023,3/7/2023,1,226,52,0,0,288,61,1,Electronics,89.96,6549,Low
1013,D,3/6/2023,3/7/2023,6,392,63,0,0,267,91,94,Clothing,275.2,2850,Low
5599,A,3/6/2023,3/7/2023,8,618,313,1,0,153,65,79,Clothing,696.91,6722,High
3278,D,3/6/2023,3/7/2023,5,321,373,1,1,165,66,45,Electronics,520.76,7414,Low
4155,B,3/6/2023,3/7/2023,2,176,36,0,0,214,68,31,Furniture,105.61,3785,Medium
9321,A,3/6/2023,3/7/2023,5,437,211,1,0,415,65,37,Clothing,777.1,3897,Low
4814,C,3/6/2023,3/7/2023,8,962,11,0,0,370,93,69,Food,970.73,4843,Medium
4216,D,3/6/2023,3/7/2023,2,889,467,0,0,313,85,43,Clothing,478.35,4820,Medium
9219,B,3/6/2023,3/7/2023,1,945,83,0,1,209,42,85,Electronics,260.59,2236,High
3113,C,3/6/2023,3/7/2023,4,949,387,0,1,282,35,99,Electronics,115.76,4793,Low
5356,B,3/6/2023,3/7/2023,4,838,93,0,0,359,98,4,Clothing,213.18,3867,Low
6543,A,3/6/2023,3/7/2023,9,374,414,0,0,123,66,71,Electronics,318.12,9109,High
5555,A,3/6/2023,3/7/2023,3,962,341,0,0,438,25,29,Furniture,196.09,4777,Low
8062,D,3/6/2023,3/7/2023,4,906,206,0,0,193,6,99,Clothing,687.64,5507,High
4374,B,3/6/2023,3/7/2023,3,216,37,1,1,355,8,96,Furniture,32.71,6371,Medium
7430,B,3/6/2023,3/7/2023,2,391,420,0,0,313,35,11,Clothing,415.02,5945,High
4466,B,3/7/2023,3/8/2023,4,370,347,0,0,458,53,33,Furniture,380.4,3275,Low
4081,A,3/7/2023,3/8/2023,8,546,202,1,0,139,19,53,Food,879.22,7228,High
1629,D,3/7/2023,3/8/2023,1,256,269,0,0,382,9,17,Electronics,280.05,6891,High
1269,B,3/7/2023,3/8/2023,8,671,74,1,0,136,33,12,Electronics,586.58,2615,Medium
6724,B,3/7/2023,3/8/2023,8,283,127,0,0,356,8,1,Clothing,14.63,6393,High
6897,C,3/7/2023,3/8/2023,3,523,328,1,0,303,38,56,Clothing,917.78,2813,Low
4432,B,3/7/2023,3/8/2023,6,755,151,1,0,492,32,23,Furniture,640.3,9474,Medium
7276,D,3/7/2023,3/8/2023,4,772,9,0,0,310,23,7,Electronics,795.7,7951,Medium
6895,C,3/7/2023,3/8/2023,1,700,37,0,0,222,34,78,Electronics,573.66,5259,High
8115,C,3/7/2023,3/8/2023,1,115,426,0,0,394,87,41,Furniture,817.37,8026,Low
7656,C,3/7/2023,3/8/2023,5,860,104,0,1,385,46,53,Food,93.55,1130,High
1575,A,3/7/2023,3/8/2023,8,197,164,0,1,375,32,7,Food,713.39,2099,High
8029,C,3/7/2023,3/8/2023,1,715,425,0,0,343,1,78,Food,157.32,6694,High
7099,B,3/7/2023,3/8/2023,2,399,31,0,1,349,7,98,Clothing,580.72,3418,High
4192,A,3/7/2023,3/8/2023,7,846,211,0,0,242,24,66,Furniture,985.87,1349,Low
4178,A,3/7/2023,3/8/2023,8,521,13,1,0,348,2,84,Furniture,188.71,6001,Medium
7052,A,3/7/2023,3/8/2023,3,406,229,0,0,419,18,81,Food,263.61,4732,High
3734,A,3/7/2023,3/8/2023,8,373,131,0,0,474,83,74,Furniture,219.2,7053,Medium
7116,A,3/7/2023,3/8/2023,1,360,151,0,0,166,56,53,Furniture,418.09,9211,Low
4568,A,3/7/2023,3/8/2023,9,338,95,0,1,221,92,5,Food,493.65,8572,High
3203,A,3/7/2023,3/8/2023,2,873,9,0,0,334,99,97,Clothing,168.45,1402,Medium
2390,C,3/7/2023,3/8/2023,2,431,373,0,0,381,32,36,Furniture,37.55,4719,Low
2742,D,3/7/2023,3/8/2023,4,214,362,0,0,319,77,44,Electronics,348.21,5521,Medium
2925,B,3/7/2023,3/8/2023,3,367,15,1,0,225,70,11,Clothing,388.21,9981,Medium
1619,B,3/8/2023,3/9/2023,4,111,166,0,1,361,93,64,Furniture,389.03,4693,Low
2274,C,3/8/2023,3/9/2023,6,172,95,0,0,337,10,21,Furniture,668.33,2651,High
1956,C,3/8/2023,3/9/2023,7,973,17,0,0,131,40,4,Electronics,454.26,9553,Medium
2939,A,3/8/2023,3/9/2023,5,505,408,1,0,302,74,89,Furniture,116.78,8804,Medium
4953,D,3/8/2023,3/9/2023,2,916,6,1,0,372,34,35,Electronics,933.03,8666,Low
1968,A,3/8/2023,3/9/2023,3,277,183,0,0,273,84,35,Electronics,703.65,9060,High
1281,C,3/8/2023,3/9/2023,3,871,381,0,0,408,33,35,Furniture,220.73,3887,High
7262,A,3/8/2023,3/9/2023,5,358,244,0,0,337,75,39,Clothing,935.75,8421,Medium
2058,B,3/8/2023,3/9/2023,5,499,430,0,1,455,88,33,Clothing,991.66,8727,High
5293,B,3/8/2023,3/9/2023,4,369,370,0,0,487,97,77,Furniture,205.45,3257,Medium
6178,A,3/8/2023,3/9/2023,8,931,465,0,0,209,57,68,Furniture,386.72,8923,High
7980,D,3/8/2023,3/9/2023,6,731,366,1,0,170,22,44,Food,78.24,7170,Medium
2229,A,3/8/2023,3/9/2023,6,780,81,0,0,243,48,51,Food,487.63,3164,Low
5585,A,3/8/2023,3/9/2023,1,585,130,1,0,305,76,38,Food,789.82,1426,Medium
9467,D,3/8/2023,3/9/2023,6,679,128,0,0,456,94,42,Clothing,904.97,3245,Low
3740,D,3/8/2023,3/9/2023,3,158,288,0,0,340,32,45,Food,549.8,9347,High
3289,D,3/8/2023,3/9/2023,6,741,454,0,1,190,83,30,Furniture,332.76,6245,High
2239,B,3/8/2023,3/9/2023,6,986,73,0,0,257,45,91,Furniture,579.04,4228,Low
6370,A,3/8/2023,3/9/2023,2,365,363,0,0,306,2,35,Electronics,124.36,9593,High
1125,C,3/8/2023,3/9/2023,1,174,58,0,1,156,78,28,Clothing,836.94,9810,Low
8473,D,3/8/2023,3/9/2023,3,189,71,0,0,155,55,41,Food,525.49,4373,Low
6342,D,3/8/2023,3/9/2023,5,604,159,0,0,266,59,45,Electronics,982.61,1824,Medium
8351,A,3/8/2023,3/9/2023,4,456,86,0,0,226,33,48,Clothing,406.96,5088,Medium
7638,C,3/8/2023,3/9/2023,7,253,400,1,1,117,96,55,Electronics,657.01,4811,Medium
7570,A,3/9/2023,3/10/2023,4,999,461,1,0,174,83,8,Clothing,346.53,3057,Low
4249,A,3/9/2023,3/10/2023,8,317,16,0,0,377,14,26,Clothing,156.18,7417,Medium
8595,D,3/9/2023,3/10/2023,7,585,88,1,0,487,68,98,Electronics,757.18,7440,Low
7294,D,3/9/2023,3/10/2023,9,639,148,0,0,358,66,29,Food,675.73,5660,Medium
7527,B,3/9/2023,3/10/2023,1,229,310,0,1,123,74,55,Furniture,782.61,9204,Medium
6757,C,3/9/2023,3/10/2023,5,165,5,1,0,407,59,66,Food,980.31,3710,Low
2969,C,3/9/2023,3/10/2023,4,243,83,0,0,166,93,70,Clothing,993.48,2319,Medium
1891,D,3/9/2023,3/10/2023,6,479,432,0,0,222,15,48,Furniture,929.7,3353,Low
5470,D,3/9/2023,3/10/2023,1,412,83,0,0,386,31,80,Furniture,895.89,2564,High
8175,D,3/9/2023,3/10/2023,6,506,249,0,0,152,97,7,Food,308.49,7877,Low
9320,C,3/9/2023,3/10/2023,1,506,153,0,0,220,29,75,Food,473.77,7841,Low
7812,B,3/9/2023,3/10/2023,1,376,415,0,0,285,75,80,Food,56.33,3345,Medium
8519,C,3/9/2023,3/10/2023,8,714,71,0,1,386,73,6,Electronics,687.36,7166,High
5612,D,3/9/2023,3/10/2023,2,508,108,0,0,343,47,37,Furniture,550.58,7913,High
2198,D,3/9/2023,3/10/2023,6,413,111,0,0,175,57,9,Furniture,709.9,1717,Low
6238,B,3/9/2023,3/10/2023,6,648,171,1,0,493,58,3,Clothing,684.01,8463,Medium
7089,A,3/9/2023,3/10/2023,6,348,186,0,0,183,93,53,Clothing,279.2,5470,High
7257,A,3/9/2023,3/10/2023,8,560,284,0,0,463,85,93,Clothing,466.45,8061,Low
8705,C,3/9/2023,3/10/2023,4,498,272,1,0,411,31,8,Food,114.04,3349,Medium
4719,A,3/9/2023,3/10/2023,3,767,17,1,1,391,53,40,Furniture,93.67,9551,Low
1302,A,3/9/2023,3/10/2023,6,550,167,0,1,406,86,17,Food,465.44,7371,High
1986,C,3/9/2023,3/10/2023,4,570,318,0,0,246,64,70,Food,560.25,9906,Medium
5440,D,3/9/2023,3/10/2023,2,743,81,0,0,436,82,47,Clothing,325.59,1877,High
5909,A,3/9/2023,3/10/2023,6,658,74,0,1,459,2,11,Clothing,70.97,3550,Low
4072,D,3/10/2023,3/11/2023,5,533,428,0,0,480,60,10,Clothing,664.95,2513,High
4124,C,3/10/2023,3/11/2023,9,545,459,0,0,494,86,61,Electronics,680.61,1398,Medium
9125,D,3/10/2023,3/11/2023,6,806,334,0,0,104,84,2,Furniture,327.51,2255,High
4291,D,3/10/2023,3/11/2023,3,202,345,0,1,200,48,29,Food,10.8,1302,High
5033,C,3/10/2023,3/11/2023,5,427,248,0,0,199,48,70,Electronics,639.46,6458,Medium
6105,D,3/10/2023,3/11/2023,8,782,130,1,1,272,61,51,Electronics,79.82,5411,Low
1703,A,3/10/2023,3/11/2023,9,700,386,0,1,207,4,73,Electronics,231.19,2607,Medium
9133,A,3/10/2023,3/11/2023,8,345,421,0,0,369,26,66,Clothing,255.37,1894,Low
1574,A,3/10/2023,3/11/2023,3,157,354,0,1,472,84,68,Electronics,270.89,4856,Low
6704,A,3/10/2023,3/11/2023,9,204,200,0,1,127,22,57,Furniture,620.5,9484,High
8848,D,3/10/2023,3/11/2023,3,791,362,0,0,344,43,41,Electronics,88.38,5463,Medium
6208,A,3/10/2023,3/11/2023,8,168,295,0,0,364,20,94,Electronics,648.82,5887,Low
7924,D,3/10/2023,3/11/2023,9,401,67,0,0,414,93,64,Food,489.95,9784,Low
4828,B,3/10/2023,3/11/2023,7,252,437,1,0,137,48,4,Furniture,355.27,7798,Low
4230,D,3/10/2023,3/11/2023,4,636,19,0,0,192,95,1,Clothing,608.15,2943,High
1488,A,3/10/2023,3/11/2023,9,988,270,0,0,252,61,75,Food,874.74,4862,Medium
8114,B,3/10/2023,3/11/2023,3,134,92,0,1,427,23,7,Food,548.52,4797,High
4173,C,3/10/2023,3/11/2023,3,114,132,0,1,147,61,82,Food,164.56,9381,Low
2667,D,3/10/2023,3/11/2023,2,205,294,0,0,229,80,8,Electronics,562.19,8372,Low
5114,A,3/10/2023,3/11/2023,3,829,295,0,0,105,63,94,Furniture,459.13,2776,Medium
4553,A,3/10/2023,3/11/2023,1,995,134,1,0,160,19,79,Electronics,941.16,1446,Medium
8761,A,3/10/2023,3/11/2023,4,173,455,0,0,357,75,58,Food,597.44,9971,Medium
2000,C,3/10/2023,3/11/2023,8,955,351,0,0,438,76,10,Electronics,44.87,5194,Low
2388,B,3/10/2023,3/11/2023,5,384,355,0,0,368,13,66,Clothing,129.52,4967,Low
6450,B,3/11/2023,3/12/2023,2,649,32,1,0,404,2,79,Furniture,537.09,9539,Low
4712,A,3/11/2023,3/12/2023,3,296,373,0,0,344,51,22,Food,797.26,1438,Medium
2367,D,3/11/2023,3/12/2023,1,379,292,0,1,107,75,52,Food,104.65,4799,High
9189,A,3/11/2023,3/12/2023,2,886,31,1,0,364,1,98,Electronics,569.78,4430,High
1454,A,3/11/2023,3/12/2023,1,785,42,1,0,250,41,49,Electronics,458.09,8048,Low
3772,D,3/11/2023,3/12/2023,2,916,446,0,0,299,10,67,Food,369.26,6994,Low
4726,A,3/11/2023,3/12/2023,3,655,291,0,0,428,3,4,Food,91.27,6559,High
8232,C,3/11/2023,3/12/2023,1,765,353,0,0,499,8,89,Furniture,880.85,6808,High
5806,A,3/11/2023,3/12/2023,9,252,304,0,0,499,80,57,Electronics,765.59,8617,Low
3190,C,3/11/2023,3/12/2023,5,390,280,0,0,367,36,69,Clothing,921.68,6049,Medium
3875,A,3/11/2023,3/12/2023,8,241,107,0,0,316,40,76,Furniture,175.98,9955,Low
6592,B,3/11/2023,3/12/2023,5,867,95,1,0,476,39,53,Clothing,576.73,6992,Medium
2440,D,3/11/2023,3/12/2023,8,411,65,0,0,494,84,55,Furniture,29.08,3955,High
9927,B,3/11/2023,3/12/2023,7,745,8,0,0,437,47,24,Food,185.92,6148,High
7059,A,3/11/2023,3/12/2023,4,131,229,1,0,496,60,83,Electronics,791.16,6860,High
8010,A,3/11/2023,3/12/2023,7,125,220,1,0,309,8,96,Furniture,294.08,6619,High
8117,C,3/11/2023,3/12/2023,6,354,357,0,0,462,74,12,Food,205.28,8315,Low
3989,A,3/11/2023,3/12/2023,3,834,401,0,0,270,37,55,Food,546.83,4690,High
7228,A,3/11/2023,3/12/2023,9,155,277,0,1,200,63,47,Furniture,658.91,1695,Medium
7471,A,3/11/2023,3/12/2023,9,392,98,0,1,159,96,27,Furniture,614.24,3536,Medium
3863,B,3/11/2023,3/12/2023,5,736,270,0,0,422,27,18,Electronics,108.16,9854,Low
2177,C,3/11/2023,3/12/2023,8,329,262,0,0,128,95,89,Food,931.09,8329,High
5760,B,3/11/2023,3/12/2023,7,152,396,0,0,252,3,51,Food,185.42,1771,High
1011,C,3/11/2023,3/12/2023,9,200,361,0,1,165,39,87,Electronics,926.13,3527,Medium
6252,B,3/12/2023,3/13/2023,7,566,163,0,0,338,6,60,Food,488.89,7677,High
5399,A,3/12/2023,3/13/2023,4,945,15,0,0,104,81,57,Clothing,111.93,7151,Medium
9234,B,3/12/2023,3/13/2023,4,903,168,0,0,223,10,67,Food,157.14,3790,Medium
6445,B,3/12/2023,3/13/2023,8,968,20,0,0,194,85,2,Clothing,436.51,3397,Low
7570,C,3/12/2023,3/13/2023,6,366,27,0,0,104,29,11,Electronics,998.05,3161,Low
9212,C,3/12/2023,3/13/2023,9,894,329,0,1,184,29,94,Electronics,887,8304,Low
1406,B,3/12/2023,3/13/2023,7,101,82,1,0,339,20,13,Furniture,980.43,6977,High
5431,C,3/12/2023,3/13/2023,7,121,272,0,0,148,79,40,Electronics,460.28,1425,High
6243,C,3/12/2023,3/13/2023,4,677,320,0,1,125,66,6,Clothing,682.96,1122,High
7542,C,3/12/2023,3/13/2023,3,311,396,0,0,426,97,12,Electronics,524,5149,High
7936,D,3/12/2023,3/13/2023,8,335,35,0,0,197,12,43,Clothing,39.28,2432,Low
9906,C,3/12/2023,3/13/2023,7,979,494,0,0,481,13,72,Electronics,150.42,7241,Medium
5146,D,3/12/2023,3/13/2023,4,628,313,0,0,369,39,73,Food,292.5,2114,Medium
1140,D,3/12/2023,3/13/2023,4,487,489,1,0,373,39,4,Electronics,319.99,9690,Low
5882,C,3/12/2023,3/13/2023,1,113,275,1,0,412,45,37,Furniture,697.91,6060,Medium
7012,B,3/12/2023,3/13/2023,7,618,232,0,0,335,85,36,Clothing,723.56,1395,Low
1963,C,3/12/2023,3/13/2023,1,946,103,0,0,308,41,32,Electronics,456.01,3311,High
8151,A,3/12/2023,3/13/2023,4,321,435,0,0,124,80,57,Food,385.21,5439,Low
9564,B,3/12/2023,3/13/2023,3,715,5,0,0,425,98,12,Furniture,185.32,6888,Low
4610,D,3/12/2023,3/13/2023,3,502,22,1,0,232,91,18,Food,50.53,9984,High
7894,D,3/12/2023,3/13/2023,1,612,169,0,0,280,43,61,Furniture,589.49,3860,High
8311,B,3/12/2023,3/13/2023,4,386,151,0,0,184,62,31,Food,354.53,1174,High
1105,B,3/12/2023,3/13/2023,1,483,243,0,0,345,3,40,Food,481.97,6309,Medium
6539,C,3/12/2023,3/13/2023,8,346,240,0,0,138,9,46,Clothing,901.83,3262,Low
7787,D,3/13/2023,3/14/2023,1,999,260,1,0,350,44,39,Food,671.01,4491,Medium
3137,A,3/13/2023,3/14/2023,6,190,415,0,0,213,34,63,Furniture,780.98,1039,Medium
5445,C,3/13/2023,3/14/2023,7,925,45,0,0,366,19,93,Food,188.1,4290,Low
4530,B,3/13/2023,3/14/2023,2,411,272,0,0,201,90,55,Clothing,11.55,3412,Medium
2286,D,3/13/2023,3/14/2023,4,536,74,0,0,326,87,40,Food,143.96,4808,Medium
8052,B,3/13/2023,3/14/2023,3,825,282,0,1,353,18,29,Clothing,770.4,8352,High
4654,B,3/13/2023,3/14/2023,9,142,195,0,0,326,46,91,Clothing,449.39,8562,High
8102,B,3/13/2023,3/14/2023,7,173,22,0,0,348,41,11,Furniture,221.77,5789,High
3359,C,3/13/2023,3/14/2023,2,853,86,0,0,380,49,97,Food,962.26,2406,Medium
9105,A,3/13/2023,3/14/2023,6,660,368,0,1,257,52,39,Furniture,491.84,3975,Medium
9636,A,3/13/2023,3/14/2023,9,979,120,0,0,101,74,82,Clothing,375.26,7871,High
7441,D,3/13/2023,3/14/2023,3,975,417,0,0,311,43,44,Furniture,977.38,5797,Low
6047,B,3/13/2023,3/14/2023,6,415,148,0,0,135,10,20,Furniture,142.25,5451,High
9227,A,3/13/2023,3/14/2023,3,833,149,1,0,136,85,92,Clothing,603.55,9998,Low
6203,B,3/13/2023,3/14/2023,3,961,64,0,0,357,38,86,Clothing,751.52,2147,Low
2798,D,3/13/2023,3/14/2023,4,243,159,0,0,339,38,96,Furniture,941.36,6243,Medium
6291,B,3/13/2023,3/14/2023,9,428,445,1,0,463,47,85,Food,835.66,6798,High
6495,A,3/13/2023,3/14/2023,8,308,283,0,0,190,7,27,Clothing,296.52,1716,Low
7284,B,3/13/2023,3/14/2023,1,198,81,0,0,195,12,38,Clothing,267.8,4235,Medium
8285,A,3/13/2023,3/14/2023,1,799,6,1,0,286,52,90,Food,106.69,6226,Medium
2300,D,3/13/2023,3/14/2023,7,213,181,0,0,359,33,87,Electronics,175.75,6475,Medium
7869,B,3/13/2023,3/14/2023,3,274,357,1,0,318,89,98,Clothing,732.78,4950,High
4097,A,3/13/2023,3/14/2023,7,370,453,0,1,449,92,76,Electronics,296.36,9427,Medium
5616,D,3/13/2023,3/14/2023,9,162,13,0,0,294,24,11,Food,447.46,1022,Medium
1009,B,3/14/2023,3/15/2023,3,895,477,0,0,145,48,36,Food,693.42,1741,Low
6752,D,3/14/2023,3/15/2023,3,503,182,0,0,464,31,32,Food,668.3,9476,Low
7295,A,3/14/2023,3/15/2023,2,324,313,0,0,457,82,62,Food,795.23,7807,Low
5815,B,3/14/2023,3/15/2023,1,260,43,1,0,164,23,16,Furniture,67.73,9384,Low
2072,B,3/14/2023,3/15/2023,9,135,173,1,1,326,71,42,Furniture,576.4,5978,High
4225,B,3/14/2023,3/15/2023,6,480,13,0,0,155,72,31,Electronics,893.27,3083,Medium
2316,D,3/14/2023,3/15/2023,6,752,299,1,0,303,15,70,Food,379.39,9937,Low
