Product_ID,Warehouse,Order_Date,Shipment_Date,Lead_Time,Demand_Forecast,Inventory_Level,Stockout_Flag,Backorder_Flag,Supplier_ID,Order_Quantity,Shipment_Quantity,Product_Category,Product_Price,Customer_ID,Order_Priority,Revenue
5178,B,2023-01-26,2023-01-27,2,776,82,0,0,401,3,76,Furniture,538.04,1808,High,1614.12
8245,B,2023-01-27,2023-01-28,9,411,64,0,1,468,77,13,Furniture,114.38,2590,Medium,8807.26
7600,D,2023-01-27,2023-01-28,2,682,451,0,0,199,84,50,Food,132.02,1718,Low,11089.68
6997,D,2023-01-27,2023-01-28,8,842,2,0,0,487,5,45,Furniture,202.24,3446,Low,1011.2
3048,D,2023-01-27,2023-01-28,8,154,455,0,0,246,45,4,Furniture,193.41,4549,Low,8703.45
5780,A,2023-01-27,2023-01-28,1,793,360,0,0,379,12,90,Food,945.42,8610,Low,11345.039999999999
1716,D,2023-01-27,2023-01-28,1,633,235,0,0,154,48,63,Electronics,802.29,4757,High,38509.92
8939,A,2023-01-27,2023-01-28,4,894,388,0,0,171,81,65,Clothing,324.96,8245,High,26321.76
6565,D,2023-01-27,2023-01-28,2,204,392,1,1,342,14,27,Clothing,818.41,3658,Low,11457.74
5544,A,2023-01-27,2023-01-28,1,274,128,0,0,226,53,87,Food,774.41,1275,Medium,41043.729999999996
5976,A,2023-01-27,2023-01-28,9,393,246,0,0,420,90,63,Food,361.71,1742,Medium,32553.899999999998
4419,B,2023-01-27,2023-01-28,3,979,234,1,0,353,94,11,Electronics,39.69,7212,Low,3730.8599999999997
8239,C,2023-01-27,2023-01-28,1,650,29,0,0,167,45,42,Clothing,18.66,4232,Medium,839.7
1249,A,2023-01-27,2023-01-28,2,474,70,0,0,495,32,85,Food,332.37,9347,Low,10635.84
9865,D,2023-01-27,2023-01-28,8,549,469,0,0,252,30,86,Furniture,54.94,3228,Low,1648.1999999999998
1770,B,2023-01-27,2023-01-28,5,544,147,0,0,248,12,92,Food,129.88,7819,High,1558.56
5363,D,2023-01-27,2023-01-28,7,159,92,0,0,325,83,38,Clothing,261.9,8345,High,21737.699999999997
2077,D,2023-01-27,2023-01-28,6,491,282,1,0,425,44,70,Electronics,187.23,6770,Low,8238.119999999999
9427,A,2023-01-27,2023-01-28,1,911,216,0,0,279,25,89,Electronics,153.32,7777,High,3833.0
9580,A,2023-01-27,2023-01-28,6,910,237,0,0,409,97,62,Furniture,269.52,7833,Medium,26143.44
8901,C,2023-01-27,2023-01-28,7,489,226,1,0,102,42,4,Furniture,739.52,5715,High,31059.84
5858,A,2023-01-27,2023-01-28,4,311,218,1,1,388,21,34,Clothing,449.99,3079,Low,9449.79
7544,A,2023-01-27,2023-01-28,8,766,318,0,0,300,61,26,Furniture,666.57,8190,Low,40660.770000000004
5719,C,2023-01-27,2023-01-28,8,784,458,1,0,106,66,54,Clothing,929.47,7316,Low,61345.020000000004
3814,D,2023-01-27,2023-01-28,7,634,336,0,2,460,21,27,Clothing,11.34,4881,Medium,238.14
4374,C,2023-01-28,2023-01-29,2,339,30,0,1,254,26,39,Food,951.74,2439,High,24745.24
2252,C,2023-01-28,2023-01-29,6,587,465,0,1,356,32,85,Furniture,286.35,4542,High,9163.2
7996,C,2023-01-28,2023-01-29,6,820,402,0,0,267,91,21,Food,294.63,4639,High,26811.329999999998
5673,B,2023-01-28,2023-01-29,7,221,113,0,1,262,17,54,Food,633.11,3356,Low,10762.87
5530,D,2023-01-28,2023-01-29,6,352,101,0,0,436,4,56,Clothing,367.25,6546,Medium,1469.0
7881,B,2023-01-28,2023-01-29,2,240,92,0,1,394,39,93,Clothing,89.65,3897,Low,3496.3500000000004
7949,B,2023-01-28,2023-01-29,8,551,206,0,0,479,15,98,Clothing,714.33,4954,High,10714.95
7241,A,2023-01-28,2023-01-29,4,951,445,0,1,110,33,63,Clothing,191.36,1764,Medium,6314.88
9017,C,2023-01-28,2023-01-29,9,973,390,1,1,456,61,91,Food,930.08,1086,High,56734.880000000005
7941,C,2023-01-28,2023-01-29,8,931,228,0,0,400,14,42,Electronics,987.99,4349,Low,13831.86
8002,B,2023-01-28,2023-01-29,3,252,420,0,1,230,90,26,Electronics,189.41,3145,Low,17046.9
2331,A,2023-01-28,2023-01-29,3,992,70,1,0,304,47,69,Electronics,756.15,4042,Medium,35539.049999999996
5261,A,2023-01-28,2023-01-29,8,825,341,0,0,415,2,20,Clothing,991.91,2487,Medium,1983.82
8648,A,2023-01-28,2023-01-29,2,407,459,0,0,191,84,72,Furniture,955.75,8808,Medium,80283.0
6115,D,2023-01-28,2023-01-29,9,659,135,0,0,413,90,82,Electronics,569.27,6104,High,51234.299999999996
5637,B,2023-01-28,2023-01-29,4,416,440,2,1,210,66,53,Food,318.91,5018,High,21048.06
5854,D,2023-01-28,2023-01-29,6,628,465,0,0,389,48,69,Food,21.55,6161,Medium,1034.4
4177,A,2023-01-28,2023-01-29,3,395,283,1,0,346,64,68,Clothing,899.25,8987,Low,57552.0
8730,A,2023-01-28,2023-01-29,3,942,337,0,0,160,66,5,Food,45.24,7622,Low,2985.84
3180,A,2023-01-28,2023-01-29,3,444,350,0,0,476,48,16,Food,580.66,3543,Medium,27871.68
5892,C,2023-01-28,2023-01-29,2,680,16,0,0,209,81,9,Electronics,194.29,5311,Low,15737.49
8043,B,2023-01-28,2023-01-29,8,696,214,0,0,499,18,25,Electronics,249.56,7078,Low,4492.08
1137,C,2023-01-28,2023-01-29,9,381,394,0,0,331,51,57,Food,33.12,9672,Low,1689.12
7327,D,2023-01-28,2023-01-29,8,307,398,0,0,224,4,38,Electronics,46.54,8356,Medium,186.16
4472,C,2023-01-29,2023-01-30,3,651,413,0,0,302,81,8,Food,356.7,5029,High,28892.7
6449,B,2023-01-29,2023-01-30,7,195,243,1,0,370,33,65,Food,878.78,8038,High,28999.739999999998
3832,C,2023-01-29,2023-01-30,2,551,94,0,0,359,23,31,Electronics,570.17,8319,High,13113.91
4579,A,2023-01-29,2023-01-30,4,861,120,1,0,122,53,33,Clothing,542.92,2069,Medium,28774.76
6971,D,2023-01-29,2023-01-30,6,472,5,0,0,299,13,55,Electronics,624.1,9830,Low,8113.3
5164,D,2023-01-29,2023-01-30,5,747,267,0,1,179,71,69,Clothing,539.98,1909,High,38338.58
8941,A,2023-01-29,2023-01-30,9,172,86,0,0,371,58,82,Furniture,311.2,2699,Low,18049.6
6569,A,2023-01-29,2023-01-30,4,912,188,0,0,443,63,36,Food,881.17,4417,Low,55513.71
5300,A,2023-01-29,2023-01-30,5,884,102,1,0,152,65,84,Furniture,480.85,9156,Medium,31255.25
7269,B,2023-01-29,2023-01-30,4,780,103,0,0,365,42,24,Food,755.13,2475,Medium,31715.46
4818,C,2023-01-29,2023-01-30,8,432,419,1,0,152,95,61,Electronics,912.93,8197,Medium,86728.34999999999
2906,D,2023-01-29,2023-01-30,8,492,290,0,0,371,89,83,Furniture,13.69,2915,Medium,1218.4099999999999
7254,C,2023-01-29,2023-01-30,3,809,66,1,0,483,40,28,Furniture,483.36,7463,High,19334.4
1760,A,2023-01-29,2023-01-30,1,958,105,1,0,327,94,60,Food,608.57,9823,Low,57205.58
8830,A,2023-01-29,2023-01-30,6,205,247,0,0,279,21,94,Food,507.37,9967,High,10654.77
8350,C,2023-01-29,2023-01-30,2,200,347,0,2,470,83,79,Clothing,903.39,6983,Low,74981.37
7238,D,2023-01-29,2023-01-30,2,458,206,1,1,412,80,73,Clothing,940.65,5071,High,75252.0
7090,B,2023-01-29,2023-01-30,3,846,204,0,0,299,33,39,Electronics,142.95,8198,Low,4717.349999999999
7031,C,2023-01-29,2023-01-30,8,891,318,1,0,291,70,31,Furniture,309.44,1620,Medium,21660.8
8687,A,2023-01-29,2023-01-30,3,428,82,0,0,122,42,1,Furniture,271.24,7532,Medium,11392.08
9472,A,2023-01-29,2023-01-30,7,988,423,0,0,139,37,13,Clothing,501.8,8523,Low,18566.600000000002
2887,B,2023-01-29,2023-01-30,9,717,81,0,0,497,72,66,Electronics,388.28,6523,High,27956.159999999996
4266,C,2023-01-29,2023-01-30,8,494,286,0,0,435,1,42,Furniture,365.62,3703,Low,365.62
1666,B,2023-01-29,2023-01-30,1,134,36,0,1,329,77,37,Food,538.56,1874,Medium,41469.119999999995
5188,B,2023-01-30,2023-01-31,7,256,212,1,1,117,26,57,Food,495.17,5694,Medium,12874.42
1671,D,2023-01-30,2023-01-31,7,372,486,0,0,321,80,35,Food,470.72,8306,Medium,37657.600000000006
7777,D,2023-01-30,2023-01-31,8,495,132,0,1,263,39,37,Furniture,122.08,6744,High,4761.12
8570,A,2023-01-30,2023-01-31,5,851,114,1,0,459,47,75,Electronics,543.87,3415,Low,25561.89
8956,C,2023-01-30,2023-01-31,9,306,376,0,0,268,56,82,Clothing,68.37,9918,High,3828.7200000000003
6124,D,2023-01-30,2023-01-31,9,856,464,1,0,100,58,20,Clothing,620.19,4516,Medium,35971.020000000004
6585,A,2023-01-30,2023-01-31,8,704,210,0,0,436,28,66,Clothing,627.2,7942,Medium,17561.600000000002
5777,C,2023-01-30,2023-01-31,6,720,131,0,1,447,57,88,Food,267.98,7874,High,15274.86
4900,A,2023-01-30,2023-01-31,6,405,373,0,0,353,87,80,Furniture,143.96,9412,Low,12524.52
7677,D,2023-01-30,2023-01-31,1,725,153,0,0,298,71,23,Furniture,800.29,2228,High,56820.59
7981,A,2023-01-30,2023-01-31,6,635,407,0,0,311,88,55,Clothing,772.68,2516,Medium,67995.84
7376,C,2023-01-30,2023-01-31,4,904,422,0,1,269,72,57,Clothing,946.55,1482,Low,68151.59999999999
1523,C,2023-01-30,2023-01-31,4,561,439,1,1,251,45,50,Furniture,451.85,3620,Low,20333.25
3393,A,2023-01-30,2023-01-31,2,351,437,0,0,472,65,38,Clothing,322.4,3440,Low,20956.0
3593,C,2023-01-30,2023-01-31,4,366,293,1,0,164,4,47,Furniture,309.58,7961,Medium,1238.32
8240,A,2023-01-30,2023-01-31,5,966,365,0,1,117,61,93,Food,188.38,9206,Medium,11491.18
7937,C,2023-01-30,2023-01-31,5,308,181,1,0,189,61,30,Clothing,356.24,7423,Medium,21730.64
7190,A,2023-01-30,2023-01-31,5,666,146,0,1,113,43,68,Clothing,136.52,1634,Medium,5870.360000000001
6240,A,2023-01-30,2023-01-31,4,638,221,0,1,118,19,93,Furniture,873.32,7607,High,16593.08
7493,A,2023-01-30,2023-01-31,1,934,281,0,0,181,86,43,Electronics,353.41,2302,Low,30393.260000000002
3878,B,2023-01-30,2023-01-31,8,602,126,1,0,348,1,27,Clothing,551.81,6622,High,551.81
5143,C,2023-01-30,2023-01-31,3,613,307,0,0,208,19,97,Electronics,75.92,2683,Medium,1442.48
4644,D,2023-01-30,2023-01-31,2,679,202,0,0,106,51,82,Electronics,287.93,1556,Medium,14684.43
5432,A,2023-01-30,2023-01-31,9,247,117,0,0,419,64,64,Clothing,231.31,5214,Low,14803.84
2276,B,2023-01-31,2023-02-01,7,930,60,0,1,101,63,6,Clothing,888.09,1291,Low,55949.670000000006
6811,D,2023-01-31,2023-02-01,9,939,230,1,1,362,29,96,Electronics,188.21,2928,Medium,5458.09
1302,A,2023-01-31,2023-02-01,2,741,450,0,0,127,19,31,Electronics,797.57,2450,Medium,15153.830000000002
1638,D,2023-01-31,2023-02-01,9,182,499,0,0,447,43,76,Clothing,289.84,5540,Low,12463.119999999999
1055,B,2023-01-31,2023-02-01,9,141,149,0,0,436,70,87,Furniture,219.05,1917,Medium,15333.5
9717,D,2023-01-31,2023-02-01,9,255,144,1,1,385,89,29,Clothing,19.56,3692,High,1740.84
9150,A,2023-01-31,2023-02-01,4,768,394,1,0,353,39,3,Food,298.65,9803,High,11647.349999999999
3125,D,2023-01-31,2023-02-01,3,552,110,0,1,184,23,97,Food,79.59,6084,Low,1830.5700000000002
1364,D,2023-01-31,2023-02-01,6,718,166,0,0,300,1,92,Furniture,368.51,2227,High,368.51
7809,A,2023-01-31,2023-02-01,3,383,188,0,0,391,61,82,Electronics,62.38,2570,Medium,3805.1800000000003
5621,B,2023-01-31,2023-02-01,9,287,494,0,0,471,79,86,Electronics,73.58,7403,Low,5812.82
6126,B,2023-01-31,2023-02-01,3,716,474,0,0,377,25,20,Electronics,361.0,4280,Medium,9025.0
6122,D,2023-01-31,2023-02-01,2,723,48,0,0,434,4,80,Food,453.52,3516,Medium,1814.08
2646,C,2023-01-31,2023-02-01,8,573,106,0,1,177,1,58,Clothing,339.09,1337,Low,339.09
1918,D,2023-01-31,2023-02-01,6,606,92,0,0,309,40,57,Furniture,33.46,9264,Medium,1338.4
3797,C,2023-01-31,2023-02-01,8,232,123,0,1,225,21,71,Clothing,186.31,6197,High,3912.51
7506,D,2023-01-31,2023-02-01,7,370,316,0,0,109,43,4,Electronics,939.66,3319,Medium,40405.38
6870,B,2023-01-31,2023-02-01,3,721,139,0,0,339,10,42,Clothing,576.02,8402,High,5760.2
2531,D,2023-01-31,2023-02-01,8,172,396,0,0,377,66,34,Furniture,855.44,4330,Medium,56459.04
9172,D,2023-01-31,2023-02-01,1,535,313,0,0,407,17,18,Food,60.82,8229,Low,1033.94
4345,C,2023-01-31,2023-02-01,1,957,10,0,1,269,13,97,Clothing,17.5,3176,Medium,227.5
8673,B,2023-01-31,2023-02-01,8,392,447,1,0,268,91,65,Clothing,783.93,9509,Low,71337.62999999999
7949,C,2023-01-31,2023-02-01,9,754,414,0,0,403,92,25,Furniture,390.63,2184,Low,35937.96
7882,D,2023-01-31,2023-02-01,6,871,394,1,0,424,10,45,Furniture,375.45,3729,Medium,3754.5
2906,A,2023-02-01,2023-02-02,5,856,377,2,1,356,52,14,Electronics,245.84,9612,High,12783.68
4086,D,2023-02-01,2023-02-02,2,536,360,0,0,452,10,11,Furniture,168.94,7707,Medium,1689.4
9152,D,2023-02-01,2023-02-02,9,951,170,0,0,349,47,52,Food,830.17,8409,High,39017.99
6750,C,2023-02-01,2023-02-02,6,766,35,0,0,283,9,8,Electronics,70.79,5130,Medium,637.11
9905,A,2023-02-01,2023-02-02,8,760,129,0,0,328,98,60,Clothing,503.37,5782,High,49330.26
2062,A,2023-02-01,2023-02-02,9,159,342,0,0,426,46,42,Electronics,366.83,3177,Low,16874.18
2976,C,2023-02-01,2023-02-02,9,697,60,1,1,498,68,16,Clothing,282.66,7571,High,19220.88
2296,B,2023-02-01,2023-02-02,8,803,419,0,0,302,54,39,Furniture,763.14,4657,Low,41209.56
7229,A,2023-02-01,2023-02-02,8,426,333,0,0,271,68,95,Electronics,880.16,8817,Low,59850.88
8641,A,2023-02-01,2023-02-02,3,281,484,0,0,180,4,42,Food,203.04,1331,Medium,812.16
1125,C,2023-02-01,2023-02-02,3,898,48,0,1,148,75,18,Electronics,86.24,9377,Low,6468.0
5632,B,2023-02-01,2023-02-02,2,884,410,0,0,314,1,7,Food,381.3,5079,Low,381.3
7288,B,2023-02-01,2023-02-02,1,866,395,0,0,276,85,4,Electronics,445.73,9469,Medium,37887.05
4596,D,2023-02-01,2023-02-02,4,533,185,0,0,194,59,96,Furniture,62.6,6672,High,3693.4
7168,D,2023-02-01,2023-02-02,2,618,220,0,0,217,25,95,Clothing,475.34,5739,Medium,11883.5
8561,C,2023-02-01,2023-02-02,2,737,5,0,0,197,9,74,Electronics,951.63,5817,High,8564.67
9258,B,2023-02-01,2023-02-02,5,182,299,0,0,173,25,30,Clothing,391.77,3069,High,9794.25
1232,C,2023-02-01,2023-02-02,4,127,174,0,0,136,82,50,Clothing,901.01,4643,Medium,73882.81999999999
7371,D,2023-02-01,2023-02-02,1,365,278,0,0,429,71,99,Clothing,850.09,1485,Low,60356.39
5206,C,2023-02-01,2023-02-02,9,382,370,0,0,286,26,45,Electronics,442.21,1371,High,11497.46
8943,C,2023-02-01,2023-02-02,4,496,457,0,1,483,56,31,Clothing,709.45,3182,Low,39729.200000000004
7891,A,2023-02-01,2023-02-02,5,862,353,1,0,365,49,95,Electronics,216.97,6255,High,10631.53
7738,A,2023-02-01,2023-02-02,7,799,363,1,1,334,82,46,Food,143.76,9459,Medium,11788.32
3472,A,2023-02-01,2023-02-02,2,482,203,0,0,457,65,54,Clothing,12.1,5490,High,786.5
3739,D,2023-02-02,2023-02-03,8,910,95,0,0,408,61,46,Food,82.59,4301,Low,5037.99
6401,C,2023-02-02,2023-02-03,2,680,281,0,0,491,9,97,Clothing,632.04,4606,Low,5688.36
2761,A,2023-02-02,2023-02-03,5,418,134,0,0,430,10,5,Electronics,886.55,1277,Low,8865.5
1876,A,2023-02-02,2023-02-03,2,937,415,0,0,439,11,10,Electronics,978.06,8852,Medium,10758.66
4812,A,2023-02-02,2023-02-03,2,710,32,1,0,406,96,23,Food,487.64,3069,Medium,46813.44
2460,D,2023-02-02,2023-02-03,4,292,81,0,1,170,85,7,Food,149.09,8206,Low,12672.65
2733,D,2023-02-02,2023-02-03,4,326,482,0,0,248,36,58,Furniture,10.14,2832,Medium,365.04
2605,C,2023-02-02,2023-02-03,8,550,147,0,0,463,56,47,Furniture,985.04,3103,Medium,55162.24
6622,C,2023-02-02,2023-02-03,6,281,94,1,0,361,32,92,Furniture,819.65,7978,Medium,26228.8
7767,C,2023-02-02,2023-02-03,8,426,452,0,0,386,83,21,Clothing,528.43,2147,Medium,43859.689999999995
7986,A,2023-02-02,2023-02-03,7,704,479,1,0,239,72,31,Food,253.14,1657,Medium,18226.079999999998
4517,B,2023-02-02,2023-02-03,4,754,435,0,0,456,35,27,Furniture,522.54,3444,Medium,18288.899999999998
4735,D,2023-02-02,2023-02-03,2,302,494,0,0,496,86,29,Food,840.16,9213,Medium,72253.76
9434,A,2023-02-02,2023-02-03,9,501,169,1,1,404,4,10,Furniture,560.43,7152,Medium,2241.72
3590,A,2023-02-02,2023-02-03,2,743,210,1,0,130,93,72,Food,995.55,6512,Medium,92586.15
2063,C,2023-02-02,2023-02-03,1,571,384,0,0,364,62,9,Food,115.66,5799,High,7170.92
5324,C,2023-02-02,2023-02-03,8,878,190,1,0,254,63,11,Furniture,982.7,4808,Low,61910.100000000006
6342,A,2023-02-02,2023-02-03,9,745,6,0,0,215,95,22,Clothing,588.8,4122,Medium,55935.99999999999
1005,D,2023-02-02,2023-02-03,1,989,379,0,0,308,8,90,Furniture,572.27,8993,High,4578.16
8489,D,2023-02-02,2023-02-03,7,278,313,0,1,214,76,50,Food,365.56,4861,High,27782.56
9659,A,2023-02-02,2023-02-03,2,797,341,0,2,150,69,40,Electronics,50.5,1619,High,3484.5
9195,B,2023-02-02,2023-02-03,6,117,433,0,0,171,61,66,Clothing,762.84,8196,High,46533.240000000005
6966,B,2023-02-02,2023-02-03,5,562,33,0,0,227,94,63,Clothing,283.11,7838,High,26612.34
9837,D,2023-02-02,2023-02-03,1,934,50,0,1,348,63,19,Electronics,356.54,8800,Low,22462.02
1117,C,2023-02-03,2023-02-04,2,708,119,0,0,417,61,16,Furniture,538.37,6065,High,32840.57
3551,B,2023-02-03,2023-02-04,2,645,137,0,0,413,99,4,Food,66.39,7367,Low,6572.61
6560,B,2023-02-03,2023-02-04,6,502,366,0,0,242,37,49,Furniture,20.68,8437,High,765.16
5289,C,2023-02-03,2023-02-04,1,492,105,0,0,266,4,38,Food,113.89,5881,Low,455.56
1846,B,2023-02-03,2023-02-04,4,399,281,0,0,169,56,7,Electronics,738.0,1709,Low,41328.0
7316,A,2023-02-03,2023-02-04,5,450,31,0,0,107,43,55,Food,198.64,9145,High,8541.519999999999
7469,B,2023-02-03,2023-02-04,2,286,123,0,0,262,21,14,Food,519.13,1281,Medium,10901.73
9915,C,2023-02-03,2023-02-04,2,446,169,0,0,162,58,76,Furniture,194.04,8282,Low,11254.32
1224,A,2023-02-03,2023-02-04,7,722,474,0,0,386,16,85,Food,291.89,3322,Medium,4670.24
5208,B,2023-02-03,2023-02-04,7,508,445,1,0,333,53,34,Furniture,47.54,5933,Medium,2519.62
7283,D,2023-02-03,2023-02-04,6,858,11,0,1,317,18,21,Furniture,372.8,5225,High,6710.400000000001
3048,A,2023-02-03,2023-02-04,1,170,167,0,0,443,57,36,Clothing,145.0,4283,Medium,8265.0
7233,A,2023-02-03,2023-02-04,3,920,342,0,0,470,95,63,Electronics,562.54,2229,Low,53441.299999999996
2828,D,2023-02-03,2023-02-04,9,426,77,0,0,352,38,42,Furniture,837.84,9160,High,31837.920000000002
2917,D,2023-02-03,2023-02-04,1,311,33,0,0,293,32,49,Electronics,879.59,3755,Medium,28146.88
5234,B,2023-02-03,2023-02-04,2,408,208,1,0,396,97,71,Clothing,934.03,7068,Medium,90600.91
7988,B,2023-02-03,2023-02-04,8,207,325,0,0,356,19,85,Furniture,132.66,4300,High,2520.54
3026,C,2023-02-03,2023-02-04,7,276,410,0,0,429,84,10,Electronics,521.29,7268,High,43788.36
4744,C,2023-02-03,2023-02-04,9,526,7,0,0,341,48,21,Clothing,123.61,4208,High,5933.28
1009,A,2023-02-03,2023-02-04,4,839,224,0,0,388,74,80,Clothing,313.39,1262,Medium,23190.86
1260,D,2023-02-03,2023-02-04,4,630,226,1,1,207,26,63,Food,239.01,1820,High,6214.26
7038,D,2023-02-03,2023-02-04,7,933,174,0,1,136,82,89,Food,22.33,2230,High,1831.06
3219,C,2023-02-03,2023-02-04,1,517,80,0,0,479,45,77,Electronics,932.51,9154,High,41962.95
8041,A,2023-02-03,2023-02-04,9,347,281,0,0,412,45,50,Furniture,783.89,4696,Low,35275.05
3060,A,2023-02-04,2023-02-05,2,308,56,0,1,110,15,27,Food,523.8,3553,Low,7856.999999999999
6287,C,2023-02-04,2023-02-05,1,315,134,0,1,183,18,8,Furniture,351.42,4716,High,6325.56
2619,C,2023-02-04,2023-02-05,7,812,237,0,1,317,31,30,Food,417.48,8766,Low,12941.880000000001
9512,C,2023-02-04,2023-02-05,6,537,471,0,0,337,15,95,Food,213.14,5014,Medium,3197.1
2342,B,2023-02-04,2023-02-05,3,868,216,0,0,146,93,71,Electronics,968.52,8660,High,90072.36
3832,A,2023-02-04,2023-02-05,1,717,226,0,0,444,15,30,Food,292.62,5969,Medium,4389.3
3824,A,2023-02-04,2023-02-05,5,410,25,1,1,478,65,18,Clothing,83.96,2281,High,5457.4
2994,A,2023-02-04,2023-02-05,4,882,186,0,1,231,87,23,Food,568.81,7536,Medium,49486.469999999994
4490,C,2023-02-04,2023-02-05,5,482,369,0,0,310,46,38,Food,751.3,5499,Low,34559.799999999996
8984,C,2023-02-04,2023-02-05,1,370,117,0,0,304,75,30,Electronics,971.67,6972,High,72875.25
2604,C,2023-02-04,2023-02-05,1,220,196,0,0,182,16,30,Electronics,625.29,5860,High,10004.64
1235,C,2023-02-04,2023-02-05,5,506,115,0,2,176,55,72,Clothing,192.56,5283,Low,10590.8
2908,D,2023-02-04,2023-02-05,6,344,302,0,0,239,30,76,Electronics,397.19,1721,Medium,11915.7
9567,C,2023-02-04,2023-02-05,5,165,101,0,0,227,93,74,Food,323.49,8732,High,30084.57
4530,B,2023-02-04,2023-02-05,2,327,379,0,0,165,41,71,Clothing,29.34,7876,Low,1202.94
6256,D,2023-02-04,2023-02-05,9,981,162,0,0,341,67,39,Food,398.25,6489,Low,26682.75
3635,D,2023-02-04,2023-02-05,5,236,413,0,0,250,17,17,Food,801.62,8503,Low,13627.54
9162,C,2023-02-04,2023-02-05,5,293,177,0,0,154,26,96,Clothing,411.27,8959,Low,10693.02
3560,A,2023-02-04,2023-02-05,9,805,472,0,0,246,73,69,Electronics,853.26,2222,Medium,62287.979999999996
6415,C,2023-02-04,2023-02-05,3,757,279,1,0,166,81,85,Electronics,745.5,1931,High,60385.5
4391,A,2023-02-04,2023-02-05,5,756,285,0,0,250,64,95,Food,722.16,3852,High,46218.24
6951,C,2023-02-04,2023-02-05,5,588,211,0,0,103,95,52,Electronics,387.24,6265,Low,36787.8
6468,C,2023-02-04,2023-02-05,2,683,53,0,0,117,58,79,Furniture,62.82,7877,Low,3643.56
9007,A,2023-02-04,2023-02-05,4,453,66,0,0,111,95,13,Clothing,883.61,2768,Low,83942.95
7413,A,2023-02-05,2023-02-06,2,803,31,0,0,355,75,7,Clothing,641.9,2118,High,48142.5
7941,A,2023-02-05,2023-02-06,5,655,250,0,0,134,86,88,Food,99.61,8247,High,8566.46
5820,A,2023-02-05,2023-02-06,2,256,7,0,0,142,3,68,Food,90.75,8291,High,272.25
3898,B,2023-02-05,2023-02-06,9,575,498,0,0,177,28,60,Clothing,618.13,9179,Low,17307.64
8546,A,2023-02-05,2023-02-06,6,115,433,1,0,450,96,83,Food,427.99,4720,Medium,41087.04
1077,C,2023-02-05,2023-02-06,8,177,430,0,0,422,4,46,Clothing,198.81,1280,High,795.24
8577,C,2023-02-05,2023-02-06,9,151,214,0,0,419,40,35,Clothing,247.04,1056,Medium,9881.6
5227,B,2023-02-05,2023-02-06,8,613,45,0,0,448,75,29,Furniture,391.88,7468,High,29391.0
1600,A,2023-02-05,2023-02-06,5,603,79,0,0,458,57,34,Clothing,752.71,1090,Low,42904.47
2065,C,2023-02-05,2023-02-06,5,843,34,0,0,151,65,8,Furniture,205.0,1003,Low,13325.0
3136,B,2023-02-05,2023-02-06,6,160,188,0,0,116,47,66,Food,705.27,9724,High,33147.69
7943,C,2023-02-05,2023-02-06,1,231,88,0,0,310,80,4,Electronics,187.25,8626,Low,14980.0
8804,B,2023-02-05,2023-02-06,8,481,334,0,0,326,34,66,Electronics,766.09,9606,Low,26047.06
7565,B,2023-02-05,2023-02-06,2,663,434,1,0,132,45,94,Furniture,901.25,9827,High,40556.25
6984,D,2023-02-05,2023-02-06,6,908,446,1,0,427,32,57,Food,448.36,6328,Medium,14347.52
6142,D,2023-02-05,2023-02-06,9,791,135,0,1,436,44,93,Clothing,644.91,9454,Medium,28376.039999999997
5670,A,2023-02-05,2023-02-06,3,642,33,1,0,400,97,4,Clothing,273.69,9936,Low,26547.93
3190,D,2023-02-05,2023-02-06,2,509,280,1,1,176,11,85,Clothing,928.36,6744,Low,10211.960000000001
3712,B,2023-02-05,2023-02-06,5,254,112,1,0,167,36,73,Clothing,431.62,7258,Medium,15538.32
3192,C,2023-02-05,2023-02-06,9,732,171,0,0,149,13,66,Clothing,501.73,1310,High,6522.49
2248,C,2023-02-05,2023-02-06,6,150,338,0,0,257,57,20,Food,268.85,9798,High,15324.45
5033,A,2023-02-05,2023-02-06,8,194,42,0,0,297,84,97,Furniture,202.07,6827,Medium,16973.88
2997,D,2023-02-05,2023-02-06,8,787,381,0,0,357,25,55,Food,235.15,7969,Low,5878.75
4687,A,2023-02-05,2023-02-06,7,622,433,0,0,476,70,6,Furniture,481.07,1108,High,33674.9
5018,B,2023-02-06,2023-02-07,5,623,12,2,0,133,37,29,Furniture,146.23,3333,Medium,5410.509999999999
2970,D,2023-02-06,2023-02-07,2,454,173,0,1,311,90,80,Food,394.0,7615,Medium,35460.0
9389,A,2023-02-06,2023-02-07,5,144,124,1,0,371,4,5,Electronics,388.21,5463,Low,1552.84
6765,C,2023-02-06,2023-02-07,7,901,331,0,0,479,26,37,Food,438.82,6225,Medium,11409.32
2202,C,2023-02-06,2023-02-07,7,304,206,0,1,163,82,9,Electronics,427.78,5095,Medium,35077.96
9135,A,2023-02-06,2023-02-07,2,830,342,0,0,254,13,96,Furniture,281.68,5156,Low,3661.84
6567,A,2023-02-06,2023-02-07,7,939,436,1,0,420,72,37,Food,373.14,3294,High,26866.079999999998
8667,A,2023-02-06,2023-02-07,6,530,446,1,0,368,51,98,Furniture,903.34,5518,Medium,46070.340000000004
6742,B,2023-02-06,2023-02-07,7,355,103,0,0,139,47,39,Electronics,47.1,7411,Low,2213.7000000000003
6788,B,2023-02-06,2023-02-07,8,347,129,0,0,259,33,63,Furniture,96.91,1337,Low,3198.0299999999997
